Estado,State,Medio,Media Outlet,Ciudad,City,Dirección,Zip Code,Latitud,Longitud,Formato,Format,Idioma,Language,Contenido,Content,Web,Año de fundación ,Dueño/Tipo de propiedad,Owner/Type of Ownership,Audiencia/circulación,Audience/circulation,Fuentes de ingresos,Sources of Revenue,Número de empleados/Number of employees,Frecuencia,Frequency,Facebook,Twitter,Instagram,YouTube,Otra red social
Nebraska,Nebraska,Telemundo - Lobo 97.7 FM,Telemundo - Lobo 97.7 FM,Omaha,Omaha,"11128 John Galt Blvd., Suite 25",68137,41.210288,-96.088679,Radio,Radio,Español,Spanish,,,http://lobo977.com/,,,,,,,,,,,https://www.facebook.com/Lobo97.7FM/,https://twitter.com/Lobo977Oficial,https://www.instagram.com/lobo97.7/,,
Nebraska,Nebraska,Mundo Latino,Mundo Latino,Omaha,Omaha,4018 L St.,68107,41.212925,-95.974123,Periódico,Newspaper,Español/Inglés,Spanish/English,,,http://www.mundolatinonetwork.com/,,Mundo Latino Network,Mundo Latino Network,,,,,,Semanal,Weekly,https://www.facebook.com/mundolatinonetwork/,https://twitter.com/mlatinonetwork,,,
Nebraska,Nebraska,Buenos Dias Nebraska / Bilingue Newspaper,Buenos Días Nebraska,Grand Island,Grand Island,118 E 4th St Suite 1,68801,40.92902,-98.341406,Periódico,Newspaper,Español/Inglés,Spanish/English,"Noticias, Arte y Cultura, Entretenimiento, Deportes, Salud, Educación","News, Arts and Culture, Entertainment, Sports, Health, Education",http://www.buenosdiasnebraska.com,2000,Medio local independiente,Local independent media,"Impreso: 5,000 - 9,999, Web: 250","Print: 5,000 - 9,999, Web: 250",Publicidad,Advertising,1-5,Bisemanal,Bi-weekly,https://www.facebook.com/BDNnews1/,https://twitter.com/buenosdiasne?lang=en,https://www.instagram.com/buenosdiasnebraskanews/,,
Nebraska,Nebraska,Telemundo Nebraska,Telemundo Nebraska,Omaha,Omaha,"11128 John Galt Blvd., Suite 25",68137,41.210062,-96.088722,TV,TV,Español,Spanish,,,https://www.telemundonebraska.com/,,Flood Communications LLC,Flood Communications LLC,,,,,,,,https://www.facebook.com/TelemundoNebraska/,https://twitter.com/TelemundoNE,https://www.instagram.com/telemundonebraska/,,
Nebraska,Nebraska,El Perico,El Perico,Omaha,Omaha,4734 South 27 St.,68107,41.211329,-95.951746,Periódico,Newspaper,Español/Inglés,Spanish/English,,,http://el-perico.com/news-channel/general/,,,,,,,,,,,https://www.facebook.com/elpericoomaha/,,,,
Nevada,Nevada,Radio La Voz de Nevada,Radio La Voz de Nevada,Las Vegas,Las Vegas,7897 Tome Noon Ave.,89178,36.017172,-115.28023,Radio,Radio,Español,Spanish,"Noticias, Arte y Cultura, Entretenimiento, Comentario, Educación, Negocios","News, Arts and Culture, Entertainment, Commentary, Education, Business",http://www.radiolavozdenevada.com/,2003,Medio local independiente,Local independent media,"Impreso: 50,000+. Radio: 63,000+. Web: 300+","Print: 50,000+. Radio: 63,000+. Web: 300+","Publicidad, Patrocinadores corporativos","Advertising, Corporate sponsors",1-5,Diario,Daily,https://www.facebook.com/RadioLaVozDeNevada/,,,,
Nevada,Nevada,El Mundo,El Mundo,Las Vegas,Las Vegas,760 N Eastern #110,89101,36.17721,-115.11504,Periódico,Newspaper,Español,Spanish,,,http://www.elmundo.net,1980,"Martha Escobedo, dueña","Martha Escobedo, owner",,,,,,,,https://www.facebook.com/ElMundoNewspaperLasVegas/,https://twitter.com/elmundolv,,,
Nevada,Nevada,El Tiempo,El Tiempo,Las Vegas,Las Vegas,1111 W Bonanza Rd,89106,36.17593,-115.15695,Periódico,Newspaper,Español,Spanish,,,http://www.eltiempolv.com,,Las Vegas Review-Journal ,Las Vegas Review-Journal ,,,,,,Semanal,Weekly,https://www.facebook.com/ElTiempoLV/,https://twitter.com/eltiempolv,https://www.instagram.com/eltiempolv/,,
Nevada,Nevada,Telemundo Las Vegas,Telemundo Las Vegas,Las Vegas,Las Vegas,"450 Fremont St., Suite 310",89101,36.170211,-115.14048,TV,TV,Español,Spanish,,,http://www.telemundolasvegas.com/,,NBC Universal,NBC Universal,,,,,,,,https://www.facebook.com/TELEMUNDOLASVEGAS,https://twitter.com/TelemundoLV,https://www.instagram.com/telemundolasvegas/,,
Nevada,Nevada,KINC Univisión Nevada,KINC Univisión Nevada,Las Vegas,Las Vegas,"500 Pilot Rd., Suite D",89119,36.068403,-115.15178,TV,TV,Español,Spanish,,,https://noticiasya.com/las-vegas/,,Entravision,Entravision,,,,,,,,https://www.facebook.com/noticiasUnivisionnevada/,https://twitter.com/NoticiasYaNV,https://www.instagram.com/NoticiasYaNV/,,
Nevada,Nevada,El Sol de Nevada,El Sol de Nevada,Reno,Reno,207 W Moana Ln,89509,39.491234,-119.7998,Periódico,Newspaper,Español,Spanish,,,http://www.elsolreno.com/,,"Fernando Gutierrez, editor y publiscista ","Fernando Gutierrez, editor and publicist ",,,,,,,,,,,,
Nevada,Nevada,KREN Univisión 27,KREN Univisión 27,Reno,Reno,300 South Wells Ave.,89502,39.523467,-119.80256,TV,TV,Español,Spanish,,,https://noticiasya.com/reno/,,Entravision,Entravision,,,,,,,,https://www.facebook.com/noticiasunivisionnevada/,https://twitter.com/univisionreno,https://www.instagram.com/NoticiasyaNV/,,
Nevada,Nevada,Ahora Latino Journal,Ahora Latino Journal,Reno,Reno,605 S Wells Ave.,89506,39.520128,-119.80342,Periódico,Newspaper,Español,Spanish,"Noticias, Arte y Cultura, Entretenimiento, Comentario","News, Arts and Culture, Entertainment, Commentary",,2010,Medio local independiente,Local independent media,Impreso: -5.000,Print: -5.000,Publicidad,Advertising,1-5,Bisemanal,Bi-weekly,https://www.facebook.com/pg/ahoranews/about/?ref=page_internal,,,,
Nevada,Nevada,Noticiero Móvil,Noticiero Móvil,Reno,Reno,"1664 N Virginia St., MS 310",89557,39.546163,-119.81937,Web,Web-only,Español,Spanish,,,http://noticieromovil.com/,,,,,,,,,,,https://www.facebook.com/NoticieroMovil/,https://twitter.com/noticiero_movil,https://www.instagram.com/noticieromovil/,,
Nevada,Nevada,KELV UniMás 27,KELV UniMás 27,Las Vegas,Las Vegas,"500 Pilot Rd., Suite D",89119,36.068403,-115.15178,TV,TV,Español,Spanish,,,,,Entravision ,Entravision ,,,,,,,,,,,,
Nevada,Nevada,KWWB Univisión 45,KWWB Univisión 45,Las Vegas,Las Vegas,"500 Pilot Rd., Suite D",79412,36.068403,-115.15178,TV,TV,Español,Spanish,,,,,Entravision ,Entravision ,,,,,,,,,,,,
Nevada,Nevada,El Reportero,El Reportero,Las Vegas,Las Vegas,"9745 Grand Teton Dr., Suite 2012",89166,36.305969,-115.308424,Web,Web,Español,Spanish,"Noticias, Arte y Cultura, Entretenimiento, Deportes","News, Arts and Culture, Entertainment, Sports",http://elreporterolasvegas.com/,2000,Medio local independiente,Local independent media,"Impreso: 50,000+. Web: 110,000","Print: 50,000+. Web: 110,000","Publicidad, Suscripciones/Ventas de producto impreso, Patrocinadores corporativos, Cobros por contenido","Advertising, Subscriptions/Sales of print product, Corporate sponsors, Charge for content",11-20,Mensual,Monthly,https://www.facebook.com/elreporterolv,https://twitter.com/luiselreportero,https://www.instagram.com/deleon7953/,,
Nevada,Nevada,La Voz Hispana,La Voz Hispana,Reno,Reno,677 Casazza Dr,89502,39.507737,-119.7969,Periódico,Newspaper,Español,Spanish,,,https://lavozhispanadenevada.com/,,,,,,,,,,,https://www.facebook.com/La-Voz-Hispana-de-Nevada-414051231953763/,,,,
Nevada,Nevada,Latinos Who Lunch,Latinos Who Lunch,Las Vegas,Las Vegas,,89166,36.430342,-115.521905,Podcast,Podcast,Inglés,English,,,http://www.latinoswholunch.com/,,,,,,,,,,,https://www.facebook.com/latinoswholunch/,https://twitter.com/latinoswholunch?lang=en,https://www.instagram.com/latinoswholunch/?hl=en,,
Nueva Jersey,New Jersey,Poder Latino USA,Poder Latino USA,Union City,Union City,"3600 Bergenline Ave., Suite #8",*07087,40.774274,-74.027396,Periódico,Newspaper,Español,Spanish,,,http://poderlatinousa.com/,,,,,,,,,,,https://www.facebook.com/Poder-Latino-USA-260129337495913/,,https://www.instagram.com/roxanapoderlatino/,,
Nueva Jersey,New Jersey,Americano Newspaper,Americano Newspaper,New Brunswick,New Brunswick,173 Livingston Ave.,*08901,40.488282,-74.449849,Periódico,Newspaper,Español/Inglés,Spanish/English,,,https://americanonewspaper.com,1987,,,,,,,,,,https://www.facebook.com/AmericanoNewspaper/,https://twitter.com/JerseyNewspaper,https://www.instagram.com/americanonewspaper/,https://www.youtube.com/channel/UC0lIjxM3Oegmb8Zq3Vjufng,
Nueva Jersey,New Jersey,Latino Talk,Latino Talk,Sicklerville,Sicklerville,6 Tigerlily Lane,*08081,39.73193,-75.017818,Podcast,Podcast,Inglés,English,,,http://rayspodcast.com/,2013,Rays Media Inc.,Rays Media Inc.,,,,,1-5,Semanal,Weekly,https://www.facebook.com/RaysPodcast/,https://twitter.com/rayspodcast,https://www.instagram.com/rayslatinotalk/,,
Nueva Jersey,New Jersey,El Cambio,El Cambio,Union City,Union City,PO Box 4681,*07087,40.773751,-74.027064,Periódico,Newspaper,Español,Spanish,,,http://cambionewspaper.com,,,,,,,,,,,https://www.facebook.com/cambionewspaper/,https://twitter.com/elcambionews?lang=es,,,
Nueva Jersey,New Jersey,Reporte Hispano,Reporte Hispano,Princeton,Princeton,42 Dorann Ave.,*08540,40.361521,-74.647568,Periódico,Newspaper,Español/Inglés,Spanish/English,"Noticias, Entretenimiento, Deportes","News, Entertainment, Sports",https://reportehispano.com/,2006,Medio local independiente,Local independent media,"Impreso: 20,000-49,999. Boletín: 15,000. Web: 10,000","Print: 20,000-49,999. Newsletter: 15,000. Web: 10,000","Publicidad, Suscripciones/Ventas de producto impreso","Advertising, Subscriptions/Sales of print product",6-10,Semanal,Weekly,,https://twitter.com/ReporteHispano,,,
Nueva Jersey,New Jersey,Noticiero Colombiano Hispano,Noticiero Colombiano Hispano,Hazlet,Hazlet,65 Cornell Dr,*07730,40.420267,-74.173779,Periódico,Newspaper,Español,Spanish,,,,,,,,,,,,,,https://www.facebook.com/Noticiero-Colombiano-Hispano-205052993186093/,,,,
Nueva Jersey,New Jersey,Telemundo 47,Telemundo 47,Fort Lee,Fort Lee,2200 Fletcher Ave.,*07024,40.859959,-73.970192,TV,TV,Español,Spanish,,,http://www.telemundo47.com,,NBC Universal,NBC Universal,,,,,,,,https://www.facebook.com/Telemundo47,https://twitter.com/Telemundo47,https://www.instagram.com/telemundo47/,,
Nueva Jersey,New Jersey,Univisión 41,Univisión 41,Teaneck,Teaneck,500 Frank W Burr Blvd.,*07666,40.873308,-74.006017,TV,TV,Español,Spanish,,,http://www.Univision.com/nueva-york/wxtv,,"Univision Communications, Inc.","Univision Communications, Inc.",,,,,,,,https://www.facebook.com/Univisionny/,https://twitter.com/univisionNY,https://www.instagram.com/univisionny/,https://www.youtube.com/channel/UC0LtH8xZB_EczzxGG3hVnMA,
Nueva Jersey,New Jersey,Latinos Unidos de Nueva Jersey,Latinos Unidos de Nueva Jersey,Jackson,Jackson,PO Box 1082,*08527,40.09193,-74.358747,Periódico,Newspaper,Español,Spanish,,,http://www.lunj.net/index.html,,,,,,,,,,,https://www.facebook.com/latinosunidosdenj,,,,
Nueva Jersey,New Jersey,Ahora News,Ahora News,Cliffside Park,Cliffside Park,571 Saint Paul Ave.,*07010,40.825742,-73.992138,Periódico,Newspaper,Español,Spanish,"Noticias, Entretenimiento","News, Entertainment",http://ahoranews.net/,2006,Sin fines de lucro,Non-profit,"Impreso: -5,000. Boletín: 995. Web: 44,302","Print: -5,000. Newsletter: 995. Web: 44,302","Financiamiento privado, financiamiento de fundación","Private funding, foundation funding",1-5,Semanal,Weekly,https://www.facebook.com/AHORA-NEWS-917017878348350/,https://twitter.com/AhoraNewsNJ,,,
Nueva Jersey,New Jersey,El Especialito/El Especial ,El Especialito/El Especial ,Union City,Union City,3711 Hudson Ave.,*07087,40.773767,-74.023925,Periódico,Newspaper,Español,Spanish,,,http://elespecial.com/,,"Tony Ibarria, publisher&CEO","Tony Ibarria, publisher&CEO",Impreso: 1.2 millones,Print: 1.2 million,,,,,,https://www.facebook.com/ElEspecialito,https://twitter.com/EL_Especialito,,,
Nueva Jersey,New Jersey,La Voz de Honduras,La Voz de Honduras,West New York,West New York,572 57th St.,*07093,40.788457,-74.020607,Periódico,Newspaper,Español,Spanish,,,https://lavozdehondurasnews.com/web/,,,,,,,,,,,https://www.facebook.com/LaVozDeHonduras/?_rdc=1&_rdr,https://twitter.com/lavozdehondura2,https://www.instagram.com/lavozdehonduras/,,
Nueva Jersey,New Jersey,El Amauta,El Amauta,Kearny,Kearny,294 Kearny Ave.,*07032,40.761167,-74.150352,Periódico,Newspaper,Español,Spanish,,,,,,,,,,,,,,https://www.facebook.com/pages/category/Business-Center/El-Amauta-New-Paper-235257509998898/,,,,
Nueva Jersey,New Jersey,El Nuevo Coquí,El Nuevo Coquí,Newark,Newark,258 Clifton Ave,*07104,40.758670,-74.176009,Periódico,Newspaper,Español,Spanish,,,,1977,,,,,,,,,,https://www.facebook.com/ElNuevoCoqui/,,,,
Nueva York,New York,New Jersey Hispano,New Jersey Hispano,White Plains,White Plains,"180 S. Broadway, Suite 410",10605,41.023267,-73.75978717,Periódico,Newspaper,Español,Spanish,"Noticias, Arte y Cultura, Entretenimiento, Deportes, Comentario ","News, Arts and Culture, Entertainment, Sports, Commentary ",http://hispanonewjersey.com,2015,Medio local independiente,Local independent outlet,"Impreso: 20,000 - 49,999. Web: 2,000","Print: 20,000 - 49,999. Web: 2,000",Publicidad,Advertising,1-5,Bisemanal,Bi-weekly,https://www.facebook.com/NewJerseyHispano1/,https://twitter.com/NewJerseyHisp,,,
Nueva York,New York,Remezcla,Remezcla,Nueva York,New York,203 Moore St.,11206,40.704596,-73.936468,Web,Web-only,Inglés,English,"Arte y Cultura, Entretenimiento, Comentario","Arts & Culture, Entertainment, Commentary",http://remezcla.com/,2006,Medio local independiente,Local independent outlet,,,,,11-20,Diario,Daily,https://www.facebook.com/Remezcla/,https://twitter.com/REMEZCLA,https://www.instagram.com/remezcla/,https://www.youtube.com/user/RemezclaTV,
Nueva York,New York,Huff Post Latino,Huff Post Latino,Nueva York,New York,770 Broadway,10003,41.003513,-73.880102,Web,Web-only,Inglés,English,,,https://www.huffingtonpost.com/section/latino-voices,,"Arianna Huffington, cofundador","Arianna Huffington, co-founder",,"Web: 50,000-60,000","Publicidad, agencia creativa y servicios de marketing ","Advertising, Creative Agency & Marketing Services",,,,https://www.facebook.com/HuffPostLatinoVoices/,https://twitter.com/LatinoVoices,https://www.instagram.com/latinovoices/,,
Nueva York,New York,The Bilingual News,The Bilingual News,Bay Shore,Bay Shore,PO Box 367,11706,40.7335364,-73.259781,Periódico,Newspaper,Español/Inglés,Spanish/English,,,https://www.thebilingualnews.com/,1997,Medio local independiente,Local independent media,"Impreso: 50,000+. Web: 200","Print: 50,000+. Web: 200",,,11-20,Semanal,Weekly,https://www.facebook.com/thebilingualnewspaper/,https://twitter.com/thebilingual,https://www.instagram.com/thebilingualnews/,,
Nueva York,New York,The Bronx Free Press,The Bronx Free Press,Nueva York,New York,"5030 Broadway, Suite 801",10034,40.868896,-73.916704,Periódico,Newspaper,Español/Inglés,Spanish/English,,,http://thebronxfreepress.com/,,"Publishers: Roberto Ramirez, Luis Miranda, David Keisman","Publishers: Roberto Ramirez, Luis Miranda, David Keisman",,,,,,,,https://www.facebook.com/BronxFreePress/,https://twitter.com/BronxFreePress,https://www.instagram.com/bronxfreepress/,,
Nueva York,New York,La Tribuna Hispana,La Tribuna Hispana,Hempstead,Hempstead,PO Box 186,11551,40.705874,-73.629393,Periódico,Newspaper,Español,Spanish,,,https://www.latribunahispana.com,1988,,,,,,,,Semanal,Weekly,https://www.facebook.com/LaTribunaHispanaUSA/,https://twitter.com/tribunahispana,,https://www.youtube.com/channel/UC0-NZhlKvlBntxgcO9Q2_vA,
Nueva York,New York,La Voz,La Voz,Annandale-on-Hudson,Annandale-on-Hudson,30 Campus Rd,12504,42.01945,-73.907643,Revista,Magazine,Español,Spanish,,,http://lavoz.bard.edu,2004,Sin fines de lucro ,Non-profit ,"Impreso: 5,000 - 9,999. Web: 200","Print: 5,000 - 9,999. Web: 200",,,1-5,Mensual,Monthly,https://www.facebook.com/LaVozHudsonValley/,https://twitter.com/LaVozHudsonV,https://www.instagram.com/lavozhudsonvalley/,,
Nueva York,New York,Queens Latino,Queens Latino,Jackson Heights,Jackson Heights,76-15 35th Ave1P,11372,40.751494,-73.889766,Periódico,Newspaper,Español,Spanish,Noticias,News,http://queenslatino.com/,2010,Medio local independiente,Local independent media,"Impreso: 20,000 - 49,999. Web: Around 3,000","Print: 20,000 - 49,999. Web: Around 3,000",Publicidad,Advertising,1-5,Mensual,Monthly,https://www.facebook.com/QueensLatino/,https://twitter.com/QueensLatino?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.instagram.com/queenslatino/?hl=en,https://www.youtube.com/channel/UCvVR6jxG-mNrf-JcqffIihA/videos,
Nueva York,New York,Ecuador News,Ecuador News,Woodside,Woodside,64-03 Roosevelt Ave.,11377,40.746108,-73.898292,Periódico,Newspaper,Español,Spanish,,,http://www.ecuadornews.com.ec/,,,,,,,,,,,https://www.facebook.com/EcuaNewsUS/,https://twitter.com/EcuaNewsUS,,,
Nueva York,New York,NBC Latino,NBC Latino,Nueva York,New York,30 Rockefeller Plaza,10112,40.759004,-73.979337,Web,Web-only,Inglés,English,,,https://www.nbcnews.com/news/latino,2012,NBC News ,NBC News ,,,,,1-5,Diario,Daily,https://www.facebook.com/NBCLatino/,https://twitter.com/NBCLatino,https://www.instagram.com/nbclatino/,,
Nueva York,New York,El Diario,El Diario,Brooklyn,Brooklyn,"1 Metrotech Center, 18th Floor",11201,40.693535,-73.98669,Periódico,Newspaper,Español,Spanish,"Noticias, Arte y Cultura, Entretenimiento, Deportes, Comentario ","News, Arts and Culture, Entertainment, Sports, Commentary ",https://eldiariony.com/,1913,Impremedia,Impremedia,"Impreso: 20,000 - 49,999","Print: 20,000 - 49,999",Publicidad,Advertising,21-50,Diario,Daily,https://www.facebook.com/ElDiarioNY,https://twitter.com/eldiariony,https://www.instagram.com/eldiariony/,,
Nueva York,New York,Noticia Long Island,Noticia Long Island,Bayside,Bayside,38-15 Bell Blvd.,11361,40.766128,-73.771993,Periódico,Newspaper,Español,Spanish,"Noticias, Arte y Cultura, Entretenimiento, Deportes, Comentario, Política","News, Arts and Culture, Entertainment, Sports, Commentary, Politics",https://www.noticiali.com/,1991,Schneps Media,Schneps Media,"Impreso: 10,000 - 19,999. Boletín: 10,000. Web: 8,300","Print: 10,000 - 19,999. Newsletter: 10,000. Web: 8,300","Publicidad, Patrocinadores corporativos","Advertising, Corporate sponsors",6-10,Semanal,Weekly,https://www.facebook.com/NoticiaLI/,https://twitter.com/NoticiaLI,https://www.instagram.com/noticialongisland,https://www.youtube.com/user/NoticiaLI,
Nueva York,New York,Impacto Latino,Impacto Latino,Nueva York,New York,132 W 31 St.,10001,40.74847,-73.990392,Periódico,Newspaper,Español,Spanish,"Noticias, Arte y Cultura, Entretenimiento, Deportes, Comentario, Política","News, Arts and Culture, Entertainment, Sports, Commentary, Politics",https://impactolatino.com/,1967,Medio local independiente,Local independent media,"Impreso: 50,000+. Boletín: 280,000. Web: 25,000","Print: 50,000+. Newsletter: 280,000. Web: 25,000",Publicidad,Advertising,1-5,Semanal,Weekly,https://www.facebook.com/ImpactoLatinoNY/,https://twitter.com/impactolatino,,,
Nueva York,New York,El Aguila,El Aguila,White Plains,White Plains,PO Box 8204,10602,41.031396,-73.767073,Periódico,Newspaper,Español/Inglés,Spanish/English,,,http://www.elaguilanews.com/,1997,Blanco Business Solutions,Blanco Business Solutions,,,,,,,,https://www.facebook.com/Elaguilanewsofficialpage-2077611139193224/,https://twitter.com/el_aguila_news,,,
Nueva York,New York,El Correo NY,El Correo NY,Bayside,Bayside,38-15 Bell Blvd,11361,40.766275,-73.772025,Periódico,Newspaper,Español,Spanish,"Noticias, Arte y Cultura, Entretenimiento, Deportes, Comentario, Política ","News, Arts and Culture, Entertainment, Sports, Commentary, Politics ",https://www.noticiali.com/el-correo/,2003,Schneps Media,Schneps Media,"Impreso: 10,000 - 19,999. Boletín: 10,000. Web: 8,300","Print: 10,000 - 19,999. Newsletter: 10,000. Web: 8,300","Publicidad, Patrocinadores corporativos","Advertising, Corporate sponsors",6-10,Semanal,Weekly,https://www.facebook.com/QNS,https://twitter.com/CorreoNy,https://www.instagram.com/elcorreony/,,
Nueva York,New York,Latino USA (Futuro Media),Latino USA (Futuro Media),Nueva York,New York,"361 West 125 St., 4th. Fl",10027,40.811252,-73.953009,Radio,Radio,Inglés,English,"Noticias, Arte y Cultura, Entretenimiento, Deportes, Comentario","News, Arts and Culture, Entertainment, Sports, Commentary",http://latinousa.org/,2010,Sin ánimo de lucro ,Sin ánimo de lucro ,,,Financiamiento privado/Donaciones/Subvenciones/Patrocinadores corporativos/Financiamiento de fundación   ,Private funding/Donations/Grants/Corporate sponsors/foundation funding   ,21-50,Diario,Daily,https://www.facebook.com/latinousa/,https://twitter.com/LatinoUSA?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.instagram.com/latinousa/?hl=en,,
Nueva York,New York,Radio Ambulante,Radio Ambulante,Nueva York,New York,"142 W 57th St., 11 Floor",10019,40.81688,-73.960137,Podcast,Podcast,Español,Spanish,Narrativa no ficción,Narrative non-fiction,http://radioambulante.org/en/,2012,Sin ánimo de lucro,Sin ánimo de lucro,"Descargas: 500,000. Boletín: 17,000. Web: 21,000","Downloads: 500,000. Newsletter: 17,000. Web: 21,000","Publicidad, Financiamiento privado, Donaciones/Subvenciones, Patrocinadores corporativos, Financiamiento de fundación","Advertising, Private Funding, Donations/Grants, Corporate sponsors, Foundation funding",11-20,Semanal,Weekly,https://www.facebook.com/radioambulante/,https://twitter.com/radioambulante,https://www.instagram.com/radioambulante/?hl=en,,https://www.facebook.com/groups/clubradioambulante/
Nueva York,New York,Latino Rebels (Futuro Media),Latino Rebels (Futuro Media),Nueva York,New York,"361 West 125 St., 4th. Fl",10027,40.811252,-73.953009,Radio,Radio,Inglés,English,"Noticias, Arte y Cultura, Entretenimiento, Deportes, Comentario","News, Arts and Culture, Entertainment, Sports, Commentary",http://www.latinorebels.com/,2010,Sin ánimo de lucro ,Sin ánimo de lucro ,,,Financiamiento privado/Donaciones/Subvenciones/Patrocinadores corporativos/Financiamiento de fundación   ,Private funding/Donations/Grants/Corporate sponsors/Foundation funding   ,21-50,Diario,Daily,https://www.facebook.com/LatinoRebels/,https://twitter.com/latinorebels,https://www.instagram.com/latinorebels/?hl=en,https://www.youtube.com/c/LatinoRebels,
Nueva York,New York,El Diario de México,El Diario de México,Nueva York,New York,"106 32nd St., Suite 160",10001,40.748719,-73.989083,Periódico,Newspaper,Español,Spanish,,,https://diariodemexicousa.com/,,,,,,,,,,,https://www.facebook.com/diariodemexicousa/,https://twitter.com/Diariodemexusa,,,
Nueva York,New York,Hudson Valley Press,Hudson Valley Press,Newburgh,New York,PO Box 2160,12550,41.500591,-74.023198,Periódico,Newspaper,Inglés,English,"Noticias, Arte y Cultura, Entretenimiento, Deportes, Comentario","News, Arts and Culture, Entertainment, Sports, Commentary",https://hudsonvalleypress.com/,1983,Medio local independiente,Local independent media,,,Publicidad/Suscripciones/Ventas de producto impreso ,Advertising/Subscriptions/Sales of print product ,6-10,Semanal,Weekly,https://www.facebook.com/HVPress/,https://twitter.com/HVPress,,,
Nueva York,New York,Spectrum Noticias NY1,Spectrum Noticias NY1,Nueva York,New York,75 9th Ave.,10011,40.741927,-74.005143,TV,TV,Español,Spanish,,,http://www.ny1noticias.com/nyc/noticias,2005,Afiliada o subsidiaria local de una corporación nacional,Local affiliate or subsidiary of a national corporation,"TV: 50,000+","TV: 50,000+",,,21-50,Indefinida,Indefinite,https://www.facebook.com/NY1Noticias/,https://twitter.com/ny1noticias,https://www.instagram.com/ny1/,,
Nueva York,New York,People en español,People en español,Nueva York,New York,225 Liberty St.,10281,40.712103,-74.015248,Revista,Magazine,Español,Spanish,,,https://peopleenespanol.com/,,Meredith Corporation,Meredith Corporation,,,,,,,,https://www.facebook.com/peopleenespanol,https://twitter.com/peopleenespanol,https://www.instagram.com/peopleenespanol/,https://www.youtube.com/user/Peopleespanol,
Nueva York,New York,HITN,HITN,Brooklyn,Brooklyn,"63 Flushing Ave., Building #292, Suite #211",11205 – 1078,40.69797,-73.975222,TV,TV,Español,Spanish,,,https://hitn.org/es/,,"José Luis Rodríguez, fundador","José Luis Rodríguez, fundador",,,,,,,,https://www.facebook.com/HITNtv/,https://twitter.com/hitn,https://www.instagram.com/hitntv/,https://www.youtube.com/hitntelevision/,
Nueva York,New York,Grupo Radial Delgado 106.7 FM,Grupo Radial Delgado 106.7 FM,Queens,Queens,79-08 Roosevelt Ave.,11372,40.747166,-73.886263,Radio,Radio,Español,Spanish,,,https://tunein.com/radio/Grupo-Radial-Delgado-1067-FM-s275682/,,Delgado Travel,Delgado Travel,,,,,,,,,,,,
Nueva York,New York,Latina ,Latina ,Nueva York,New York,"120 Broadway, 34th Floor",10271,40.708534,-74.010588,Revista,Magazine,Inglés,English,,,http://latina.com/,,Latina Media Ventures,Latina Media Ventures,,,,,,,,https://www.facebook.com/latinamagazine,https://twitter.com/latina,https://www.instagram.com/latina/,https://www.youtube.com/user/latinamag,
Nueva York,New York,WADO 1280,WADO 1280,Nueva York,New York,485 Madison Ave.,10022,40.758841,-73.974475,Radio,Radio,Español,Spanish,,,https://www.Univision.com/nueva-york/wado-am,,Univision  ,Univision  ,,,,,,,,https://www.facebook.com/WADO1280,https://twitter.com/wado1280,https://www.instagram.com/wado1280/,,
Nueva York,New York,CNY Latino,CNY Latino,DeWitt,DeWitt,"4465 East Genesee St., #249",13214,43.035476,-76.066289,Periódico,Newspaper,Español/Inglés,Spanish/English,"Noticias, Arte y Cultura, Entretenimiento, Deportes, Comentario, Narrativa, No Ficción, Sátira","News, Arts and Culture, Entertainment, Sports, Commentary, Narrativa, Non-fiction, Satire",http://www.cnylatino.com/newspaper/,2004,Medio local independiente,Local independent media,"Impreso: 10,000 - 19,999, Radio: 2,500, Podcast: 350, Boletín: 21, Web: 300","Print: 10,000 - 19,999, Radio: 2,500, Podcast: 350, Newsletter: 21, Web: 300","Publicidad, Otros","Advertising, Others",6-10,Mensual,Monthly,https://www.facebook.com/cnylatino.newspaper/,https://twitter.com/cnylatino?lang=en,,,
Nueva York,New York,NYTaxiNews,NYTaxiNews,Bronx,Bronx,1804 Randall Ave. ,10473,40.81684,-73.862546,Periódico,Newspaper,Español/Inglés,Spanish/English,,,http://nytaxivoice.com/,,"Presidente, Neftalí Medina","Presidente, Neftalí Medina",,,,,,,,,,,,
Nueva York,New York,New York City Sports News,New York City Sports News,Bronx,Bronx,250 Willi Ave.,10454,40.80943,-73.922612,Periódico,Newspaper,Español,Spanish,,,http://www.nycsportsnews.net/index.php,,"Presidente, Neftalí Medina","Presidente, Neftalí Medina",,,,,,,,,,,,
Nueva York,New York,La Voz Hispana,La Voz Hispana,Nueva York,New York,159 East 116th St.,10029,40.798698,-73.940941,Periódico,Newspaper,Español/Inglés,Spanish/English,,,http://lavozhispanany.com/,,"CASA Publications, Inc.","CASA Publications, Inc.",,,,,30(+/-),,,,,,,
Nueva York,New York,IBL News,IBL News,Nueva York,New York,"747 Third Ave., 2nd Floor",10017,40.753608,-73.972036,Web,Web-only,Español,Spanish,,,https://iblnews.com/,,,,,,,,,,,,https://twitter.com/ibleducation,,,
