Estado,State,Medio,Media Outlet,Ciudad,City,Dirección,Zip Code,Latitud,Longitud,Formato,Format,Idioma,Language,Contenido,Content,Web,Año de fundación ,Dueño/Tipo de propiedad,Owner/Type of Ownership,Audiencia/circulación,Audience/circulation,Fuentes de ingresos,Sources of Revenue,Número de empleados/Number of employees,Frecuencia,Frequency,Facebook,Twitter,Instagram,YouTube,Otra red social
Connecticut,Connecticut,Tribuna ,Tribuna ,Danbury,Danbury,32 Fairview Dr,6810,41.385555,-73.460983,Periódico,Newspaper,Español/InglésPortugués,Spanish/English/Portuguese,,,http://tribunaenespanol.com/,,,,,,,,,,,https://www.facebook.com/Tribunact/,https://twitter.com/TribunaCT,,,
Connecticut,Connecticut,WUVN Univisión 18,WUVN Univisión 18,Hartford,Hartford,"One Constitution Plaza, 7th Floor",6103,41.766659,-72.671086,TV,TV,Español,Spanish,,,https://noticiasya.com/hartford-springfield/,,Entravision Communications,Entravision Communications,,,,,,,,https://www.facebook.com/NoticiasYaNuevaInglaterra/,,,,
Connecticut,Connecticut,CT Latino,CT Latino,Farmington,Farmington,11 Talcott Notch Rd,6032,41.739074,-72.794169,Web,Web-only,Inglés,English,,,http://ctlatinonews.com/,,,,,,,,,,,https://www.facebook.com/ctlatinonews,https://twitter.com/CTLatinonews,https://www.instagram.com/ctlatinonews/,,
Connecticut,Connecticut,Telemundo Nueva Inglaterra,Telemundo Nueva Inglaterra,West Hartford,West Hartford,1422 New Britain Ave.,*06110,41.728085,-72.759065,TV,TV,Español,Spanish,,,telemundonuevainglaterra.com,,NBC Universal,NBC Universal,,,,,,,,https://www.facebook.com/TelemundoNI/,https://twitter.com/TelemundoNI,https://www.instagram.com/telemundoni/,,
Connecticut,Connecticut,ESPN Deportes,ESPN Deportes,Bristol,Bristol,700 Birch St.,*06010,41.65026,-72.903514,TV,TV,Español,Spanish,,,http://espndeportes.espn.com/,,"ESPN Inc., Disney–ABC,The Walt Disney Company","ESPN Inc., Disney–ABC,The Walt Disney Company",,,,,,,,https://www.facebook.com/ESPNDeportes/,https://twitter.com/ESPNDeportes,https://www.instagram.com/espndeportes/,,
Connecticut,Connecticut,WUTH UniMás 47 ,WUTH UniMás 47 ,Hartford,Hartford,"One Constitution Plaza, 7th Floor",6103,41.766659,-72.671086,TV,TV,Español,Spanish,,,,,,,,,,,,,,,,,,
Delaware,Delaware,Hoy en Delaware,Hoy en Delaware,Wilmington,Wilmington,831 N Washington St,19801,39.74645,-75.552282,Periódico,Newspaper,Español,Spanish,"Noticias, Arte y Cultura, Entretenimiento, Deportes","News, Arts and Culture, Entertainment, Sports",http://hoyendelaware.com/,1996,Medio local independiente,Local independent media,"Impreso: 10,000 - 19,999. Web: 200","Print: 10,000 - 19,999. Web: 200","Publicidad, Patrocinadores corporativos","Advertising,  Corporate sponsors",1-5,Monthly,Monthly,https://www.facebook.com/HOYenDelaware/,https://twitter.com/hoyende?lang=en,,,
Delaware,Delaware,El Tiempo Hispano,El Tiempo Hispano,Bear,Bear,123 Rosemary Ct,19701,39.632579,-75.669993,Periódico,Newspaper,Español/Inglés,Spanish/English,,,http://www.eltiempohispano.com/,,,,,,,,,,,https://www.facebook.com/tiempohispano/,https://twitter.com/tiempo_hispano?lang=en,,,
Delaware,Delaware,Del Hispano Magazine,Del Hispano Magazine,Newark,Newark,2 Rolling Dr,19713,39.688015,-75.678513,Revista,Magazine,Español,Spanish,,,https://delhispano.com/?fbclid=IwAR3VhzMV65hoByQwow19QV9xTgsTJWiD73mK-tR53JRGhHj3IJQ7q5bYUdo,,,,,,,,,,,https://www.facebook.com/delhispano#,https://twitter.com/DelawareHispano,,,
Florida,Florida,El Sentinel,El Sentinel,Deerfield Beach,Deerfield Beach,333 SW 12th Ave.,33442,26.314589,-80.121758,Periódico,Newspaper,Español,Spanish,,,http://www.sun-sentinel.com/elsentinel/,,,,,,,,,,,https://www.facebook.com/elsentinelsfl/,https://twitter.com/elsentinelSFL,https://www.instagram.com/elsentinelsfl/,,
Florida,Florida,El Nuevo Herald,El Nuevo Herald,Miami,Miami,3511 NW 91 St.,33172,25.807291,-80.344031,Periódico,Newspaper,Español,Spanish,"Noticias, Arte y Cultura, Entretenimiento, Deportes, Comentario","News, Arts and Culture, Entertainment, Sports, Commentary",http://www.elnuevoherald.com/,1987,Afiliada o subsidiaria local de una corporación nacional,Local affiliate or subsidiary of a national corporation,"Impreso: 20,000-49,999. Boletín: 33,000. Web: 100,000","Print: 20,000-49,999. Newsletter: 33,000. Web: 100,000","Publicidad, Suscripciones/Ventas del producto impreso","Advertising, Subscriptions/Sales of print product",21-50,Diario,Daily,https://www.facebook.com/elnuevoherald/,https://twitter.com/elnuevoherald,https://www.instagram.com/elnuevoherald/,https://www.youtube.com/user/NuevoHerald,https://www.linkedin.com/company/the-miami-herald/
Florida,Florida,Diario Las Américas,Diario Las Américas,Miami,Miami,"888 Brickell Ave., 5th Floor",33131,25.764723,-80.191195,Periódico,Newspaper,Español,Spanish,,,http://www.diariolasamericas.com/,,Las Américas Multimedia Group LLC.,Las Américas Multimedia Group LLC.,,,,,,,,https://www.facebook.com/diariolasamericas,https://twitter.com/dlasamericas,https://www.instagram.com/diariolasamericas/,https://www.youtube.com/channel/UCQlAjy3YSlx21Y0OdB_rZCA,
Florida,Florida,D'Latinos,D'Latinos,Bonita Springs,Bonita Springs,26101 S Tamiami Trail,34134,26.360679,-81.806786,Revista,Magazine,Español,Spanish,,,http://www.dlatinos.com/Univision/,,Media Vista Group,Media Vista Group,,,,,,,,https://www.facebook.com/dlatinosaldia,https://twitter.com/dlatinostv,https://www.instagram.com/dlatinostv/,,
Florida,Florida,Univisión 23 Miami,Univisión 23 Miami,Miami,Miami,8551 NW 30th Terrace,33122,25.803057,-80.335487,TV,TV,Español,Spanish,,,http://www.Univision.com/miami/wltv,,"Univision Television Group, Inc.","Univision Television Group, Inc.",,,,,,,,https://www.facebook.com/Univision23MIAMI/,https://twitter.com/Univision23,https://www.instagram.com/univision23/,https://www.youtube.com/channel/UCWIlfUAeLIKxPO7c5TIPK_w,
Florida,Florida,El Latino Semanal,El Latino Semanal,West Palm Beach,West Palm Beach,4404 Georgia Ave.,33405,26.672975,-80.058434,Periódico,Newspaper,Español,Spanish,"Noticias, Entretenimiento, Deportes, Comentario","News, Entertainment, Sports, Commentary",http://ellatinodigital.com/,1976,Medio local independiente,Local independent media,"Impreso: 10,000-19,999. Web: 4,000","Print: 10,000-19,999. Web: 4,000",,,6-10,Semanal,Weekly,https://www.facebook.com/ellatinodigital,https://twitter.com/ellatinodigital,,,
Florida,Florida,La Prensa,La Prensa,Longwood,Longwood,685 South Reagan Blvd.,32750,28.69004,-81.345409,Periódico,Newspaper,Español,Spanish,,,https://laprensafl.com,1981,Impremedia,Impremedia,,,,,,Semanal,Weekly,https://www.facebook.com/laprensafl,https://twitter.com/prensafl,,,
Florida,Florida,El Latino,El Latino,West Palm Beach,West Palm Beach,PO Box 19583,33416,26.666542,-80.089508,Web,Web-only,Español/Inglés,Spanish/English,,,http://www.ellatino.com,,,,,,,,,,,https://www.facebook.com/editor.ellatino,,,,
Florida,Florida,El Sol Latino Newspaper,El Sol Latino Newspaper,Miami,Miami,"777 Brickell Ave., Suite 500",33131,25.766699,-80.189904,Periódico,Newspaper,Español,Spanish,"Noticias, Arte y Cultura, Entretenimiento, Deportes","News, Arts & Culture, Entertainment, Sports",https://elsolnewsmedia.com/category/estadosunidos/miami/,1992,Hispanic Media,Hispanic Media,"Impreso: 20,000 - 49,999","Print: 20,000 - 49,999","Publicidad, Suscripciones/Ventas de producto impreso, Patrocinadores corporativos, Cobros por contenido","Advertising, Subscriptions/sales of print product, Corporate sponsors, Charge for content",11-20,Semanal,Weekly,https://www.facebook.com/elsollatinonewspaper,https://twitter.com/elsollatinonews,https://www.instagram.com/elsollatinonewspaper/,https://www.youtube.com/c/elsollatino,
Florida,Florida,Hola News,Hola News,Jacksonville,Jacksonville,"4417 Beach Blvd., Suite 205",32207,30.299722,-81.620011,Periódico,Newspaper,Español,Spanish,,,https://holanews.com/,,Norsan Media,Norsan Media,,,,,,,,https://www.facebook.com/holanewsjax/,https://twitter.com/holanewsnc,https://www.instagram.com/holanewsnc/,https://www.youtube.com/channel/UCoNTU4z9FDRFMjTgXTEgttQ/videos,
Florida,Florida,WWHB Azteca 48,WWHB Azteca 48,West Palm Beach,West Palm Beach,1100 Fairfield Dr,33407,26.761729,-80.068935,TV,TV,Español,Spanish,,,http://azteca48.com/,,"Sinclair Broadcast Group, Inc.","Sinclair Broadcast Group, Inc.",,,,,,,,https://www.facebook.com/channel48aza/,https://twitter.com/AZATV48?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed&ref_url=http%3A%2F%2Fazteca48.com%2F,https://www.instagram.com/azteca48/,,
Florida,Florida,Azteca América ,Azteca América ,Miami,Miami,1221 Brickell Ave. ,33131,25.761459,-80.19107,TV,TV,Español,Spanish,,,http://www.aztecaamerica.com/,,TV Azteca,TV Azteca,,,,,,,,https://www.facebook.com/AztecaAmerica/,https://twitter.com/AztecaAmerica,,https://www.youtube.com/user/AzAmerica,
Florida,Florida,Telemundo 51 Miami,Telemundo 51 Miami,Miramar,Miramar,15000 SW 27th St.,33027,25.984753,-80.346114,TV,TV,Español,Spanish,,,https://www.telemundo51.com/,,NBC Universal,NBC Universal,,,,,,,,https://www.facebook.com/Telemundo51,https://twitter.com/Telemundo51,https://www.instagram.com/telemundo51/,,
Florida,Florida,Telemundo 31 Orlando,Telemundo 31 Orlando,Orlando,Orlando,1650 Sand Lake Road,32809,28.449872,-81.398974,TV,TV,Español,Spanish,,,https://www.telemundo31.com/,,NBC Universal,NBC Universal,,,,,,,,https://www.facebook.com/Telemundo31/,https://twitter.com/Telemundo31,https://www.instagram.com/telemundo31/,,
Florida,Florida,Telemundo 49 Tampa Bay,Telemundo 49 Tampa Bay,Tampa,Tampa,4107 W Spruce St. #250,33607,27.960251,-82.512308,TV,TV,Español,Spanish,,,https://www.telemundo49.com/,,NBC Universal,NBC Universal,,,,,,,,https://www.facebook.com/Telemundo49/,https://twitter.com/Telemundo49,https://www.instagram.com/telemundo49/,,
Florida,Florida,Telemundo Fort Myers,Telemundo Fort Myers,Bonita Springs,Bonita Springs,24830 S Tamiami Trail #3000,34134,26.379307,-81.808665,TV,TV,Español,Spanish,,,https://www.telemundo51.com/,,NBC Universal,NBC Universal,,,,,,,,https://www.facebook.com/TelemundoFortMyersNaples/,https://twitter.com/telemundowwdt?lang=en,https://www.instagram.com/telemundofortmyers/,,
Florida,Florida,7 Días,7 Días,Sarasota,Sarasota,"2555 Porter Lake Dr., Unit 107",34240,27.310666,-82.446893,Periódico,Newspaper,Español,Spanish,,,https://issuu.com/laguiadelgolfo/docs/7di_as-708-digital?e=1043981/64384393,,"TV Net Media Group, LLC","TV Net Media Group, LLC",,,,,,,,https://www.facebook.com/periodico7dias/,,,,
Florida,Florida,El Sol de la Florida,El Sol de la Florida,Kissimmee,Kissimmee,2717 Michigan Ave.,34744,28.327072,-81.390785,Periódico,Newspaper,Español,Spanish,,,https://elsoldelaflorida.com/,,"El Sol Media Group, Inc.","El Sol Media Group, Inc.",,,,,,,,https://www.facebook.com/elsoldelaflorida/,https://twitter.com/elsoldlaflorida,https://www.instagram.com/elsolnewspaper/,https://www.youtube.com/channel/UCGccOlC42eAGNreF3XTlIKg,
Florida,Florida,El Venezolano News Miami-Dade,El Venezolano News Miami-Dade,Doral,Doral,"8300 NW 53rd. St., Suite 102",33166,25.820787,-80.331476,Periódico,Newspaper,Español,Spanish,,,http://elvenezolanonews.com/miami-dade/,,Grupo Editorial El Venezolano,Grupo Editorial El Venezolano,,,,,,,,,https://twitter.com/Venezolanonews?ref_src=twsrc%5Etfw%7Ctwcamp%5Eembeddedtimeline%7Ctwterm%5Eprofile%3AVenezolanonews&ref_url=http%3A%2F%2Felvenezolanonews.com%2Fbroward%2F,,,
Florida,Florida,El Venezolano News Broward,El Venezolano News Broward,Miramar,Miramar,"14359 Miramar Parkway, Suite 272",33027,25.980469,-80.337118,Periódico,Newspaper,Español,Spanish,,,http://elvenezolanonews.com/broward/,,Grupo Editorial El Venezolano,Grupo Editorial El Venezolano,,,,,,,,,https://twitter.com/Venezolanonews?ref_src=twsrc%5Etfw%7Ctwcamp%5Eembeddedtimeline%7Ctwterm%5Eprofile%3AVenezolanonews&ref_url=http%3A%2F%2Felvenezolanonews.com%2Fbroward%2F,,,
Florida,Florida,El Venezolano Orlando,El Venezolano Orlando,Orlando,Orlando,,32819,28.539551,-81.346681,Periódico,Newspaper,Español,Spanish,,,http://elvenezolanonews.com/orlando/,,Grupo Editorial El Venezolano,Grupo Editorial El Venezolano,,,,,,,,,https://twitter.com/evorlando_,,,
Florida,Florida,El Venezolano Tampa,El Venezolano Tampa,Tampa,Tampa,"7219 Benjamin Rd., Suite A",33634,28.016538,-82.541582,Periódico,Newspaper,Español,Spanish,,,http://elvenezolanonews.com/tampa/,,Grupo Editorial El Venezolano,Grupo Editorial El Venezolano,,,,,,,,https://www.facebook.com/elvenezolanotampa/,https://twitter.com/Venezolanonews?ref_src=twsrc%5Etfw%7Ctwcamp%5Eembeddedtimeline%7Ctwterm%5Eprofile%3AVenezolanonews&ref_url=http%3A%2F%2Felvenezolanonews.com%2Fbroward%2F,https://www.instagram.com/elvenezolanotampa/,,
Florida,Florida,América Hoy,América Hoy,Miami,Miami,"168 SE 1st St., #1205 ",33131,25.773513,-80.190482,Periódico,Newspaper,Español,Spanish,,,http://americahoy.net/,,"Argentina Hoy, Corp.","Argentina Hoy, Corp.",,,,,,,,https://www.facebook.com/amerhoy/,https://twitter.com/AmerHoy,https://www.instagram.com/amerhoy/,,
Florida,Florida,Prensa Mexicana,Prensa Mexicana,Tampa,Tampa,PO Box 15657 ,33684,28.027733,-82.499857,Web,Web-only,Español,Spanish,,,http://prensamexicana.com/,,,,,,,,,,,https://www.facebook.com/PreMexUSA/,,,,
Florida,Florida,Semanario Argentino,Semanario Argentino,Aventura,Aventura,"20900 NE 30 Ave., #200",33180,25.969828,-80.142767,Periódico,Newspaper,Español,Spanish,,,https://www.semanarioargentino.miami/,2002,Sur Digital Corporation,Sur Digital Corporation,,,,,,,,https://www.facebook.com/semanarioargentino,https://twitter.com/SemanarioArg,https://www.instagram.com/semanarioargentino_miami/,,
Florida,Florida,Argenta,Argenta,Aventura,Aventura,"20901 NE 30 Ave., #200",33180,25.969828,-80.142767,Revista,Magazine,Español,Spanish,,,https://www.semanarioargentino.miami/argentina/,,Sur Digital Corporation,Sur Digital Corporation,,,,,,,,,,,,
Florida,Florida,Doral Family Journal,Doral Family Journal,Doral,Doral,"10773 NW 58 St., PMB #96 ",33178,25.827673,-80.371007,Periódico,Newspaper,Español/Inglés,Spanish/English,,,https://doralfamilyjournal.com/,,"Doral Family Journal, LLC","Doral Family Journal, LLC",,,,,,,,https://www.facebook.com/doralfamilyjournal,https://twitter.com/DoralJournal,https://www.instagram.com/doraljournal/,,
Florida,Florida,Miami Diario,Miami Diario,Miami,Miami,,,25.788251,-80.236666,Periódico,Newspaper,Español,Spanish,,,https://miamidiario.com/,,Seven Oceans International ,Seven Oceans International ,,,,,,,,https://www.facebook.com/MiamiDiario,https://twitter.com/MiamiDiario,https://www.instagram.com/miamidiario/,https://www.youtube.com/user/MiamiDiario,
Florida,Florida,Sur Florida,Sur Florida,Miami,Miami,,,25.788251,-80.236666,Web,Web-only,Español,Spanish,,,https://surflorida.com/,,Blade Media LLC,Blade Media LLC,,,,,,,,https://www.facebook.com/surflorida/,https://twitter.com/sur_florida,,,
Florida,Florida,Miami Now News,Miami Now News,Miami,Miami,PO Box 577-443,33255,25.789123,-80.226429,Periódico,Newspaper,Español,Spanish,,,http://libertadnews.com/,,Libertad News Corp.,Libertad News Corp.,,,,,,,,https://www.facebook.com/LibertadNews/,,,,
Florida,Florida,Nuevos Ecos,Nuevos Ecos,Fort Myers,Fort Myers,"14965 Technology Ct., Suite 6",33912,26.525721,-81.856158,Periódico,Newspaper,Español,Spanish,,,http://www.nuevosecos.com/home.asp,,"All Access Multimedia, Inc.","All Access Multimedia, Inc.",,,,,,,,https://www.facebook.com/nuevosecosnews/,https://twitter.com/NuevosEcosNews,,,
Florida,Florida,Libre,Libre,Miami,Miami,2700 SW 8th St.,33135,25.765018,-80.239026,Periódico,Newspaper,Español/Inglés,Spanish/English,,,http://www.libreonline.com/home/,1966,,,,,,,,,,https://www.facebook.com/SEMANARIOLIBRE/,https://twitter.com/semanariolibre,,,
Florida,Florida,Diario Palm Beach,Diario Palm Beach,West Palm Beach,West Palm Beach,,,26.713945,-80.043128,Web,Web-only,Español,Spanish,,,http://diariopalmbeach.com/,,,,,,,,,,,https://www.facebook.com/DiarioPalmBeach/,https://twitter.com/DiarioPalmBeach,,,
Florida,Florida,WVEN Univisión 26 (Orlando),WVEN Univisión 26 (Orlando),Altamonte Spring,Altamonte Spring,523 Douglas Ave.,32714,28.669976,-81.38937,TV,TV,Español,Spanish,,,https://noticiasya.com/orlando/,,Entravision,Entravision,,,,,,,,https://www.facebook.com/NoticiasUnivisionOrlando/?ref=br_rs,https://twitter.com/NotiYaOrlando,https://www.instagram.com/notiyaorlando/,,
Florida,Florida,WFTT Univisión 50 (Tampa Bay),WFTT Univisión 50 (Tampa Bay),Tampa,Tampa,2610 W. Hillsborough Ave.,33614,27.99587,-82.486211,TV,TV,Español,Spanish,,,https://noticiasya.com/tampa/,,Entravision,Entravision,,,,,,,,https://www.facebook.com/Univisiontampabay/?fref=ts,https://twitter.com/NotiYaTampaBay,https://www.instagram.com/notiyatampabay/,,
Florida,Florida,WVEA UniMás 62,WVEA UniMás 62,Tampa,Tampa,2610 W. Hillsborough Ave.,33614,27.99587,-82.486211,TV,TV,Español,Spanish,,,https://noticiasya.com/tampa/,,Entravision,Entravision,,,,,,,,,,,,
Florida,Florida,WVFW Estrella TV 34,WVFW Estrella TV 34,Miami,Miami,,,25.788251,-80.236666,TV,TV,Español,Spanish,,,,,Liberman Broadcasting,Liberman Broadcasting,,,,,,,,,,,,
Florida,Florida,WGEN Estrella TV 8,WGEN Estrella TV 8,Doral,Doral,1800 NW 94th Ave.,33172,25.790668,-80.348203,TV,TV,Español,Spanish,,,,,,,,,,,,,,,,,,
Florida,Florida,WUVF Univisión 18,WUVF Univisión 18,Naples,Naples,,,26.147651,-81.804496,TV,TV,Español,Spanish,,,,,"Media Vista Group, LLC","Media Vista Group, LLC",,,,,,,,,,,,
Florida,Florida,Hispano Post,Hispano Post,Miami,Miami,"5901 SW 74th St., Suite 306",33143,25.702758,-80.289654,Web,Web-only,Español,Spanish,,,http://www.hispanopost.com/,2016,Hispano Post Media Group,Hispano Post Media Group,,,,,20,,,https://www.facebook.com/HispanoPost/,https://twitter.com/hispanopost,https://www.instagram.com/hispanopost/,,
